流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
1,20250201,臺北市,中正區,文北里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
2,20250204,臺北市,大同區,建泰里,住宅,19,0,0,0,0,0,0,0,0,0,0,0
3,20250204,臺北市,內湖區,南湖里,住宅,54,0,0,11,11,0,0,0,0,0,0,0
4,20250204,臺北市,松山區,新東里,住宅,58,0,0,17,17,0,0,0,0,0,0,0
5,20250204,臺北市,大同區,老師里,住宅,51,0,2,20,22,0,0,0,0,0,0,0
6,20250204,臺北市,大同區,鄰江里,住宅,50,1,0,14,14,0,1,1,2,1,7,3
7,20250204,臺北市,大安區,龍安里,空屋,1,0,0,1,1,0,0,0,0,0,0,0
8,20250204,臺北市,大安區,龍安里,機關,1,0,0,0,0,0,0,0,0,0,0,0
9,20250204,臺北市,大安區,錦華里,空地,1,0,0,8,8,0,0,0,0,0,0,0
10,20250205,臺北市,北投區,永欣里,機關,1,0,0,13,13,0,0,0,0,0,0,0
11,20250205,臺北市,北投區,文化里,住宅,50,0,0,60,60,0,0,0,0,0,0,0
12,20250205,臺北市,內湖區,西安里,住宅,128,0,0,4,4,0,0,0,0,0,0,0
13,20250205,臺北市,松山區,安平里,住宅,60,0,0,22,22,0,0,0,0,0,0,0
14,20250205,臺北市,北投區,洲美里,機關,1,0,0,15,15,0,0,0,0,0,0,0
15,20250205,臺北市,內湖區,石潭里,住宅,48,0,0,14,14,0,0,0,0,0,0,0
16,20250206,臺北市,大同區,隆和里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
17,20250206,臺北市,松山區,龍田里,住宅,55,0,0,4,4,0,0,0,0,0,0,0
18,20250206,臺北市,大同區,南芳里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
19,20250206,臺北市,大同區,民權里,住宅,52,0,10,5,15,0,0,0,0,0,0,0
20,20250206,臺北市,萬華區,新起里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
21,20250206,臺北市,北投區,文化里,住宅,60,0,0,59,59,0,0,0,0,0,0,0
22,20250206,臺北市,大同區,民權里,住宅,50,0,17,5,22,0,0,0,0,0,0,0
23,20250206,臺北市,萬華區,頂碩里,住宅,50,0,0,105,105,0,0,0,0,0,0,0
24,20250206,臺北市,文山區,萬興里,住宅,92,0,0,8,8,0,0,0,0,0,0,0
25,20250206,臺北市,士林區,永福里,住宅,55,0,0,14,14,0,0,0,0,0,0,0
26,20250206,臺北市,士林區,福佳里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
27,20250206,臺北市,士林區,福林里,住宅,67,0,0,3,3,0,0,0,0,0,0,0
28,20250207,臺北市,士林區,公館里,住宅,55,0,0,6,6,0,0,0,0,0,0,0
29,20250210,臺北市,士林區,聖山里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
30,20250210,臺北市,中正區,永功里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
31,20250210,臺北市,中正區,永功里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
32,20250210,臺北市,中正區,林興里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
33,20250210,臺北市,信義區,松隆里,住宅,96,1,0,24,24,0,1,1,1,1,4,2
34,20250210,臺北市,大同區,斯文里,住宅,53,0,0,0,0,0,0,0,0,0,0,0
35,20250210,臺北市,大同區,蓬萊里,住宅,57,0,0,0,0,0,0,0,0,0,0,0
36,20250210,臺北市,中山區,新喜里,住宅,70,0,0,19,19,0,0,0,0,0,0,0
37,20250210,臺北市,士林區,岩山里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
38,20250210,臺北市,士林區,岩山里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
39,20250210,臺北市,中正區,東門里,住宅,50,0,0,7,7,0,0,0,0,0,0,0
40,20250210,臺北市,內湖區,碧山里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
41,20250211,臺北市,中正區,螢圃里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
42,20250211,臺北市,內湖區,港都里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
43,20250211,臺北市,北投區,振華里,住宅,50,1,0,11,11,0,1,1,2,1,9,3
44,20250211,臺北市,北投區,裕民里,住宅,50,1,0,16,16,0,1,1,2,1,6,3
45,20250211,臺北市,中正區,文盛里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
46,20250211,臺北市,中正區,河堤里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
47,20250211,臺北市,內湖區,紫星里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
48,20250211,臺北市,內湖區,紫星里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
49,20250211,臺北市,萬華區,日善里,住宅,50,0,0,104,104,0,0,0,0,0,0,0
50,20250211,臺北市,萬華區,忠德里,住宅,50,0,0,91,91,0,0,0,0,0,0,0
51,20250212,臺北市,士林區,德華里,住宅,72,0,0,9,9,0,0,0,0,0,0,0
52,20250212,臺北市,信義區,六合里,住宅,104,0,0,10,10,0,0,0,0,0,0,0
53,20250212,臺北市,文山區,木柵里,住宅,106,1,0,13,13,0,1,1,1,1,8,3
54,20250212,臺北市,中山區,劍潭里,住宅,70,1,0,21,21,0,1,1,1,1,5,2
55,20250212,臺北市,北投區,永和里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
56,20250212,臺北市,北投區,永欣里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
57,20250212,臺北市,松山區,中正里,住宅,58,0,0,14,14,0,0,0,0,0,0,0
58,20250212,臺北市,南港區,合成里,住宅,57,0,0,14,14,0,0,0,0,0,0,0
59,20250212,臺北市,內湖區,秀湖里,住宅,30,0,0,14,14,0,0,0,0,0,0,0
60,20250212,臺北市,士林區,德行里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
61,20250212,臺北市,文山區,景東里,住宅,72,0,0,9,9,0,0,0,0,0,0,0
62,20250212,臺北市,士林區,天母里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
63,20250212,臺北市,士林區,天玉里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
64,20250212,臺北市,信義區,六合里,住宅,100,0,0,0,0,0,0,0,0,0,0,0
65,20250213,臺北市,中正區,網溪里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
66,20250213,臺北市,北投區,吉利里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
67,20250213,臺北市,北投區,東華里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
68,20250213,臺北市,中正區,龍光里,住宅,50,0,0,5,5,0,0,0,0,0,0,0
69,20250213,臺北市,中正區,龍興里,住宅,50,0,0,21,21,0,0,0,0,0,0,0
70,20250214,臺北市,文山區,明義里,住宅,116,1,0,21,21,0,1,1,1,1,5,2
71,20250214,臺北市,中山區,朱崙里,住宅,70,2,0,15,15,0,2,2,3,1,13,4
72,20250214,臺北市,文山區,興家里,住宅,102,0,0,8,8,0,0,0,0,0,0,0
73,20250214,臺北市,萬華區,西門里,住宅,50,0,0,12,12,0,0,0,0,0,0,0
74,20250214,臺北市,萬華區,西門里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
75,20250214,臺北市,北投區,吉慶里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
76,20250214,臺北市,北投區,尊賢里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
77,20250217,臺北市,南港區,萬福里,住宅,121,2,0,27,27,0,1,1,1,1,4,2
78,20250217,臺北市,松山區,中正里,住宅,1,0,1,0,1,0,0,0,0,0,0,0
79,20250217,臺北市,松山區,民福里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
80,20250217,臺北市,大安區,華聲里,住宅,53,0,0,17,17,0,0,0,0,0,0,0
81,20250217,臺北市,大安區,龍陣里,住宅,50,0,0,19,19,0,0,0,0,0,0,0
82,20250217,臺北市,大安區,龍淵里,住宅,84,0,0,22,22,0,0,0,0,0,0,0
83,20250217,臺北市,大安區,和安里,住宅,75,3,0,42,42,0,3,3,4,1,7,3
84,20250217,臺北市,信義區,永春里,住宅,84,0,0,5,5,0,0,0,0,0,0,0
85,20250218,臺北市,內湖區,行善里,住宅,93,1,0,15,15,0,1,1,1,1,7,3
86,20250218,臺北市,中山區,下埤里,住宅,70,1,0,45,45,0,1,1,1,1,2,1
87,20250218,臺北市,中正區,廈安里,住宅,50,0,0,11,11,0,0,0,0,0,0,0
88,20250218,臺北市,中正區,忠勤里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
89,20250218,臺北市,內湖區,內湖里,住宅,61,0,0,1,1,0,0,0,0,0,0,0
90,20250218,臺北市,中正區,頂東里,住宅,50,0,0,10,10,0,0,0,0,0,0,0
91,20250218,臺北市,中正區,螢雪里,住宅,50,0,0,6,6,0,0,0,0,0,0,0
92,20250219,臺北市,中正區,建國里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
93,20250219,臺北市,文山區,政大里,住宅,123,0,0,0,0,0,0,0,0,0,0,0
94,20250220,臺北市,大同區,延平里,住宅,27,0,0,1,1,0,0,0,0,0,0,0
95,20250220,臺北市,萬華區,孝德里,住宅,50,0,0,92,92,0,0,0,0,0,0,0
96,20250220,臺北市,信義區,黎平里,住宅,78,0,0,0,0,0,0,0,0,0,0,0
97,20250221,臺北市,中山區,力行里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
98,20250221,臺北市,中山區,晴光里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
99,20250221,臺北市,中山區,朱馥里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
100,20250222,臺北市,萬華區,凌霄里,住宅,50,0,0,9,9,0,0,0,0,0,0,0
101,20250224,臺北市,南港區,新光里,住宅,118,0,0,32,32,0,0,0,0,0,0,0
102,20250227,臺北市,萬華區,日善里,學校,1,0,0,30,30,0,0,0,0,0,0,0
103,20250227,臺北市,文山區,樟林里,住宅,113,0,0,13,13,0,0,0,0,0,0,0
104,20250227,臺北市,萬華區,菜園里,住宅,45,0,0,3,3,0,0,0,0,0,0,0
105,20250227,臺北市,松山區,三民里,學校,1,0,0,2,2,0,0,0,0,0,0,0
106,20250227,臺北市,松山區,三民里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
