流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
1,20250801,臺北市,大安區,虎嘯里,住宅,25,1,0,5,5,0,1,1,4,1,20,5
2,20250801,臺北市,中山區,中央里,學校,1,0,9,1,10,0,0,0,0,0,0,0
3,20250801,臺北市,中山區,中央里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
4,20250801,臺北市,士林區,岩山里,住宅,60,0,0,8,8,0,0,0,0,0,0,0
5,20250801,臺北市,士林區,聖山里,住宅,60,0,0,2,2,0,0,0,0,0,0,0
6,20250801,臺北市,士林區,新安里,住宅,52,0,0,11,11,0,0,0,0,0,0,0
7,20250801,臺北市,士林區,陽明里,住宅,50,0,0,13,13,0,0,0,0,0,0,0
8,20250801,臺北市,北投區,振華里,其他,1,0,0,0,0,0,0,0,0,0,0,0
9,20250801,臺北市,北投區,東華里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
10,20250801,臺北市,北投區,八仙里,其他,1,0,0,0,0,0,0,0,0,0,0,0
11,20250801,臺北市,北投區,大同里,其他,1,0,0,0,0,0,0,0,0,0,0,0
12,20250803,臺北市,士林區,蘭興里,住宅,35,0,0,1,1,0,0,0,0,0,0,0
13,20250804,臺北市,士林區,蘭興里,住宅,60,0,0,20,20,0,0,0,0,0,0,0
14,20250804,臺北市,士林區,蘭雅里,住宅,60,0,0,1,1,0,0,0,0,0,0,0
15,20250804,臺北市,中山區,恆安里,學校,1,0,17,0,17,0,0,0,0,0,0,0
16,20250804,臺北市,中山區,恆安里,菜園,1,0,0,1,1,0,0,0,0,0,0,0
17,20250805,臺北市,中山區,大直里,學校,1,0,0,6,6,0,0,0,0,0,0,0
18,20250805,臺北市,中山區,大直里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
19,20250805,臺北市,松山區,復盛里,住宅,64,1,0,7,7,0,1,1,2,1,14,4
20,20250805,臺北市,松山區,美仁里,學校,1,0,0,4,4,0,0,0,0,0,0,0
21,20250805,臺北市,松山區,美仁里,學校,1,0,0,3,3,0,0,0,0,0,0,0
22,20250805,臺北市,松山區,吉仁里,住宅,52,0,0,13,13,0,0,0,0,0,0,0
23,20250805,臺北市,松山區,松基里,住宅,58,0,0,24,24,0,0,0,0,0,0,0
24,20250805,臺北市,信義區,惠安里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
25,20250805,臺北市,中正區,黎明里,機關,1,0,5,0,5,0,0,0,0,0,0,0
26,20250805,臺北市,中正區,黎明里,機關,1,0,0,0,0,0,0,0,0,0,0,0
27,20250805,臺北市,大同區,玉泉里,住宅,50,1,4,5,9,0,1,1,2,1,11,4
28,20250805,臺北市,大同區,永樂里,市場,0,0,10,0,10,0,0,0,0,0,0,0
29,20250805,臺北市,士林區,德行里,住宅,60,0,0,6,6,0,0,0,0,0,0,0
30,20250805,臺北市,士林區,德華里,住宅,60,0,0,3,3,0,0,0,0,0,0,0
31,20250805,臺北市,士林區,後港里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
32,20250805,臺北市,士林區,福德里,住宅,72,0,0,4,4,0,0,0,0,0,0,0
33,20250805,臺北市,北投區,裕民里,其他,1,0,0,0,0,0,0,0,0,0,0,0
34,20250805,臺北市,北投區,建民里,學校,1,0,0,0,0,0,0,0,0,0,0,0
35,20250805,臺北市,北投區,榮華里,學校,1,0,0,0,0,0,0,0,0,0,0,0
36,20250805,臺北市,北投區,建民里,學校,1,0,0,0,0,0,0,0,0,0,0,0
37,20250805,臺北市,北投區,榮華里,學校,1,0,0,0,0,0,0,0,0,0,0,0
38,20250806,臺北市,士林區,福佳里,住宅,60,0,0,33,33,0,0,0,0,0,0,0
39,20250806,臺北市,士林區,富光里,住宅,60,0,0,13,13,0,0,0,0,0,0,0
40,20250806,臺北市,士林區,葫蘆里,住宅,50,1,0,20,20,0,1,1,2,1,5,2
41,20250806,臺北市,士林區,福林里,住宅,55,0,0,11,11,0,0,0,0,0,0,0
42,20250806,臺北市,內湖區,寶湖里,學校,1,0,0,4,4,0,0,0,0,0,0,0
43,20250806,臺北市,中正區,東門里,機關,1,0,14,0,14,0,0,0,0,0,0,0
44,20250806,臺北市,中正區,光復里,機關,1,0,0,0,0,0,0,0,0,0,0,0
45,20250806,臺北市,中正區,東門里,機關,1,0,0,5,5,0,0,0,0,0,0,0
46,20250806,臺北市,文山區,景行里,學校,1,0,0,0,0,0,0,0,0,0,0,0
47,20250806,臺北市,文山區,景行里,菜園,2,0,0,0,0,0,0,0,0,0,0,0
48,20250806,臺北市,文山區,樟文里,菜園,1,0,0,3,3,0,0,0,0,0,0,0
49,20250806,臺北市,文山區,樟文里,學校,1,0,0,4,4,0,0,0,0,0,0,0
50,20250806,臺北市,內湖區,港富里,住宅,8,0,0,0,0,0,0,0,0,0,0,0
51,20250806,臺北市,信義區,泰和里,機關,1,0,0,0,0,0,0,0,0,0,0,0
52,20250806,臺北市,信義區,泰和里,學校,1,0,0,0,0,0,0,0,0,0,0,0
53,20250806,臺北市,信義區,西村里,住宅,25,1,0,6,6,0,1,1,4,1,17,5
54,20250806,臺北市,松山區,中正里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
55,20250806,臺北市,松山區,中正里,學校,1,1,0,15,15,0,1,1,100,8,7,3
56,20250806,臺北市,松山區,東勢里,住宅,68,0,0,26,26,0,0,0,0,0,0,0
57,20250806,臺北市,中山區,力行里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
58,20250806,臺北市,中山區,力行里,學校,1,0,5,5,10,0,0,0,0,0,0,0
59,20250807,臺北市,中山區,埤頭里,學校,1,0,0,3,3,0,0,0,0,0,0,0
60,20250807,臺北市,中山區,埤頭里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
61,20250807,臺北市,中正區,建國里,機關,1,0,2,0,2,0,0,0,0,0,0,0
62,20250807,臺北市,大安區,學府里,機關,1,0,0,3,3,0,0,0,0,0,0,0
63,20250807,臺北市,大安區,學府里,機關,1,1,0,5,5,0,3,3,300,9,60,9
64,20250807,臺北市,大安區,學府里,機關,1,0,0,2,2,0,0,0,0,0,0,0
65,20250807,臺北市,信義區,大道里,學校,1,0,0,6,6,0,0,0,0,0,0,0
66,20250807,臺北市,信義區,大道里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
67,20250807,臺北市,信義區,五全里,住宅,121,0,0,23,23,0,0,0,0,0,0,0
68,20250807,臺北市,信義區,松友里,住宅,220,0,0,32,32,0,0,0,0,0,0,0
69,20250807,臺北市,大安區,新龍里,住宅,35,1,0,9,9,0,1,1,3,1,11,4
70,20250807,臺北市,內湖區,清白里,住宅,92,3,0,4,4,0,3,3,3,1,75,9
71,20250807,臺北市,南港區,中南里,住宅,52,2,0,11,11,0,2,2,4,1,18,5
72,20250807,臺北市,文山區,萬興里,學校,1,0,0,3,3,0,0,0,0,0,0,0
73,20250807,臺北市,文山區,萬興里,菜園,2,0,0,1,1,0,0,0,0,0,0,0
74,20250807,臺北市,萬華區,華江里,住宅,50,0,0,82,82,0,0,0,0,0,0,0
75,20250807,臺北市,中正區,幸福里,機關,1,0,0,4,4,0,0,0,0,0,0,0
